Group,Session,mean pressure,mean,pressure difference,diff,Succes
21,32,66.22758621,-4,1.5,-14.3,0
21,33,57.4,-12.9,25.7,9.9,1
21,34,62.46666667,-7.8,2.6,-13.2,1
21,35,83.525,13.3,14.9,-0.9,1
21,36,63.51851852,-6.7,19.4,3.6,1
21,37,79.12280702,8.9,27.6,11.8,0
21,38,66.2,-4.1,0.5,-15.2,1
21,39,54.85714286,-15.4,33.6,17.8,1
21,40,61.66666667,-8.6,20.4,4.6,1
21,41,81.95,11.7,36.1,20.3,1
21,42,75.49677419,5.2,1.8,-13.9,0
21,43,50.33333333,-19.9,39.5,23.7,1
21,44,74.75,4.5,35.5,19.7,1
21,45,70.16666667,-0.1,3.1,-12.7,1
21,46,70.56,0.3,13.4,-2.3,1
21,47,73.76,3.5,30.6,14.8,1
21,48,72.01075269,1.7,16.5,0.7,1
21,49,66.89285714,-3.4,17.3,1.5,1
21,50,71.64435146,1.4,22.2,6.5,0
21,51,77.88,7.6,25.2,9.5,1
21,52,33,-37.3,18,2.2,1
21,53,71.27358491,1,1.7,-14,1
21,54,74.81034483,4.5,21.4,5.6,1
21,55,64.75257732,-5.5,0.4,-15.4,1
21,56,77.32751092,7.1,4.1,-11.7,0
21,57,71.33333333,1.1,35.1,19.4,1
21,58,57.5,-12.8,19.3,3.6,1
21,59,78.70689655,8.4,13.2,-2.5,1
21,60,52.8,-17.5,39.7,23.9,1
21,61,64.66666667,-5.6,40.8,25,1
21,62,65.33333333,-4.9,21.4,5.6,1
21,63,71.60869565,1.3,0.8,-14.9,1
21,64,77.74782609,7.5,7.6,-8.1,1
21,65,71.22727273,1,26.7,11,1
21,66,71.12322275,0.9,0.1,-15.7,0
21,67,78.97368421,8.7,20.2,4.4,1
21,68,65.39393939,-4.9,11.8,-4,1
21,69,71.75,1.5,12.5,-3.2,1
21,70,73,2.7,14.6,-1.1,1
21,71,75.92893401,5.7,28.1,12.3,1
21,72,62.59259259,-7.7,7.8,-7.9,1
21,73,78.18025751,7.9,21.6,5.9,0
21,74,65.5,-4.8,28.7,12.9,1
21,75,69.4375,-0.8,4.4,-11.4,1
21,76,67.11510791,-3.1,22.4,6.7,0
21,77,69,-1.3,15,-0.8,1
21,78,58.5,-11.8,16,0.2,1
21,79,64.42592593,-5.8,4.5,-11.2,1
22,1,46.27777778,-24,17.1,1.4,0
22,2,54.64705882,-15.6,26.1,10.3,0
22,3,57.46666667,-12.8,33.8,18.1,1
22,4,53.6,-16.7,33.2,17.4,1
22,5,70,-0.3,8,-7.8,1
22,6,67.56410256,-2.7,11.5,-4.3,1
22,7,65.53846154,-4.7,17,1.2,1
22,8,65.46511628,-4.8,13.5,-2.3,0
22,9,50,-20.3,52,36.2,1
22,10,75.51111111,5.2,16.7,0.9,0
22,11,59,-11.3,37.3,21.5,1
22,12,60.66666667,-9.6,24,8.2,1
22,13,69.5,-0.8,11,-4.8,1
22,14,77.85833333,7.6,3.1,-12.6,0
22,15,66.11111111,-4.2,15.1,-0.7,1
22,16,74.8375,4.6,6.8,-9,0
22,17,65,-5.3,82,66.2,1
22,18,79.28571429,9,2.3,-13.5,1
22,19,69.53846154,-0.7,27.5,11.7,1
22,20,74.91111111,4.6,27.7,12,0
22,21,50,-20.3,52,36.2,1
22,22,70,-0.3,6,-9.8,1
22,23,75.66666667,5.4,21.3,5.5,1
22,24,67.2,-3.1,13,-2.7,1
22,25,59.33333333,-10.9,30,14.2,1
22,26,72.57142857,2.3,13.6,-2.2,1
22,27,69.84,-0.4,10.1,-5.6,1
22,28,65.75,-4.5,8.5,-7.3,1
22,29,74.11904762,3.9,1.6,-14.2,0
22,30,71.75,1.5,10.5,-5.3,1
22,31,78.33333333,8.1,9.5,-6.3,1
22,32,95,24.7,14,-1.8,1
22,33,71,0.7,6,-9.8,1
22,34,80,9.7,9,-6.8,1
22,35,59.75,-10.5,24.5,8.7,1
22,36,63.625,-6.6,17.1,1.4,1
22,37,54.75,-15.5,28.5,12.7,1
22,38,71.63829787,1.4,9.2,-6.6,0
22,39,68,-2.3,8.7,-7.1,1
22,40,71,0.7,4,-11.8,1
22,41,68.5,-1.8,17,1.2,1
22,42,75.02941176,4.8,1.8,-14,1
22,43,70.5,0.2,7,-8.8,1
22,44,71.47058824,1.2,9.1,-6.6,1
22,45,70,-0.3,7.5,-8.3,1
22,46,72.94444444,2.7,3.6,-12.2,1
22,47,60.0952381,-10.2,32.6,16.9,1
22,48,71.53846154,1.3,1.8,-13.9,1
22,49,79.17241379,8.9,8.5,-7.2,1
22,50,65.33333333,-4.9,20,4.2,1
22,51,75.58333333,5.3,1.4,-14.3,1
22,52,68.66666667,-1.6,23.4,7.6,0
22,53,90.5,20.2,31,15.2,1
22,54,80.33333333,10.1,3.5,-12.3,1
22,55,55,-15.3,33,17.2,1
22,56,67.41333333,-2.9,21.2,5.5,1
22,57,68.16666667,-2.1,19,3.2,1
22,58,75.82352941,5.6,5.9,-9.9,1
22,59,64.71428571,-5.5,15.7,-0.1,1
22,60,76.84210526,6.6,20.6,4.9,1
22,61,72.33333333,2.1,6.5,-9.3,1
22,62,68.5,-1.8,13.2,-2.6,1
22,63,72.33333333,2.1,3.5,-12.3,1
22,64,65.66666667,-4.6,19.6,3.9,1
22,65,72.56756757,2.3,10.5,-5.3,0
22,66,56.25,-14,31.5,15.7,1
22,67,63.5,-6.8,19,3.2,1
22,68,64.33333333,-5.9,36.5,20.7,1
22,69,82.88888889,12.6,5.7,-10.1,1
22,70,62.4,-7.9,29.8,14.1,1
22,71,66.5,-3.8,13.4,-2.4,1
22,72,61.5,-8.8,30,14.2,1
22,73,67.52,-2.7,41.5,25.7,1
22,74,74.08024691,3.8,25.5,9.7,0
22,75,50,-20.3,52,36.2,1
22,76,62.125,-8.1,19.8,4,1
22,77,99.77777778,29.5,11.7,-4.1,1
22,78,85.5,15.2,11,-4.8,1
22,79,71.8,1.5,21.3,5.6,1
22,80,78.75,8.5,3.8,-11.9,1
22,81,65.91666667,-4.3,22.1,6.3,1
22,82,94.25,24,15.5,-0.3,1
23,1,67.75,-2.5,58.3,42.6,1
23,2,85.25,15,23,7.2,1
23,3,62.8,-7.5,1.2,-14.6,1
23,4,89.5,19.2,41,25.2,1
23,5,74.60493827,4.3,12,-3.8,0
23,6,75.16666667,4.9,6.3,-9.4,1
23,7,68,-2.3,9.3,-6.4,1
23,8,60.5,-9.8,9.2,-6.6,1
23,9,96.6,26.3,9.8,-5.9,1
23,10,85.5,15.2,43.3,27.6,1
23,11,65.65789474,-4.6,6.5,-9.2,1
23,12,70.82758621,0.6,5.5,-10.2,1
23,13,73.76470588,3.5,16,0.3,1
23,14,67.75555556,-2.5,6.8,-9,1
23,15,73.75757576,3.5,13.6,-2.2,0
23,16,73.61538462,3.4,36.7,20.9,1
23,17,74.96808511,4.7,12.7,-3.1,1
23,18,65.85074627,-4.4,3.7,-12.1,0
23,19,86.69565217,16.4,48,32.3,1
23,20,75.37254902,5.1,18.8,3.1,1
23,21,62.6875,-7.6,3.4,-12.4,1
23,22,69.07692308,-1.2,6.7,-9.1,1
23,23,64.3,-6,11,-4.7,1
23,24,72.5,2.2,59,43.2,1
23,25,62.16666667,-8.1,19.4,3.6,1
23,26,68.87755102,-1.4,9.7,-6.1,0
23,27,64.33333333,-5.9,43,27.2,1
23,28,64,-6.3,14,-1.8,1
23,29,66,-4.3,24,8.2,1
23,30,71.43010753,1.2,3.7,-12.1,1
23,31,73.81818182,3.6,9.9,-5.8,1
23,32,63.375,-6.9,4.8,-11,1
23,33,84.05,13.8,34.1,18.3,1
23,34,82.27777778,12,30.1,14.4,1
23,35,88.31818182,18.1,48,32.3,1
23,36,66.91666667,-3.3,18.7,2.9,1
23,37,78.06578947,7.8,22.1,6.3,0
23,38,62,-8.3,8,-7.8,1
23,39,59.75,-10.5,21.5,5.7,1
23,40,59.5,-10.8,10.3,-5.4,1
23,41,75.5,5.2,30.2,14.4,1
23,42,81.5,11.2,12,-3.8,1
23,43,79.33333333,9.1,35,19.2,1
23,44,79.85185185,9.6,31.6,15.9,1
23,45,69.93548387,-0.3,14,-1.8,1
23,46,90,19.7,48,32.2,1
23,47,82.50920245,12.2,20.5,4.7,0
23,48,82,11.7,19.8,4,1
23,49,88.4,18.1,36,20.2,1
23,50,62.06666667,-8.2,4,-11.7,1
23,51,78.35714286,8.1,2,-13.8,1
23,52,67.82474227,-2.4,5.7,-10.1,1
23,53,69.25742574,-1,8.4,-7.3,1
23,54,65.83333333,-4.4,8.7,-7.1,1
23,55,59.10526316,-11.2,4.4,-11.3,1
23,56,73.55555556,3.3,24.7,8.9,1
23,57,60.85416667,-9.4,5.4,-10.3,1
23,58,62.34821429,-7.9,4.9,-10.9,0
23,59,66.29824561,-4,2.6,-13.1,1
23,60,62.125,-8.1,15.9,0.1,1
23,61,67.06896552,-3.2,1.7,-14.1,1
23,62,79.34375,9.1,28.5,12.8,0
23,63,73,2.7,34,18.2,1
23,64,81.75,11.5,28.5,12.7,1
23,65,77.75,7.5,23.8,8.1,1
23,66,65.6,-4.7,0.7,-15.1,1
23,67,72.7,2.4,27,11.2,1
23,68,68.58181818,-1.7,8.5,-7.2,1
23,69,84.2,13.9,31.2,15.4,1
23,70,81.81651376,11.6,1.9,-13.8,0
23,71,96.56521739,26.3,21.6,5.8,1
23,72,72.72093023,2.5,24.5,8.8,1
23,73,67.33333333,-2.9,7.3,-8.4,1
23,74,73,2.7,24,8.3,1
23,75,78.25,8,50,34.2,1
23,76,76.72222222,6.5,36.7,21,1
23,77,68.375,-1.9,0.6,-15.2,1
23,78,69.66666667,-0.6,7.3,-8.4,1
23,79,71,0.7,0.5,-15.2,1
23,80,82.46666667,12.2,23.4,7.6,1
23,81,76.7755102,6.5,25.5,9.7,1
23,82,73.25,3,20.7,5,1
23,83,71.14285714,0.9,3,-12.8,1
23,84,81.47058824,11.2,2.4,-13.4,1
23,85,79.38461538,9.1,43.2,27.5,1
23,86,52.0625,-18.2,8.9,-6.9,1
23,87,88.57142857,18.3,52.1,36.3,1
23,88,78.42592593,8.2,31.5,15.7,0
23,89,59.58333333,-10.7,0.3,-15.5,1
24,1,65.5,-4.8,17,1.2,1
24,2,91.33333333,21.1,27.3,11.6,1
24,3,92,21.7,18.7,2.9,1
24,4,92.86666667,22.6,10.9,-4.8,1
24,5,76.625,6.4,33.8,18,1
24,6,71,0.7,9.3,-6.4,1
24,7,101,30.7,0.5,-15.3,1
24,8,71.875,1.6,7.8,-8,1
24,9,86.88636364,16.6,4.4,-11.3,1
24,10,71.33333333,1.1,6.7,-9.1,1
24,11,94.13513514,23.9,2,-13.8,0
24,12,84.5,14.2,35.3,19.6,1
24,13,85.33333333,15.1,14.1,-1.7,1
24,14,77.66666667,7.4,8.9,-6.8,1
24,15,77.75,7.5,4.4,-11.4,0
24,16,73.57142857,3.3,12.2,-3.6,1
24,17,71.09090909,0.8,8.2,-7.5,1
24,18,95.25,25,13.5,-2.3,1
24,19,85.51111111,15.2,7.2,-8.6,1
24,20,80.75,10.5,16.5,0.7,1
24,21,68.45833333,-1.8,9.3,-6.5,1
24,22,82.4,12.1,8.8,-7,1
24,23,82.11111111,11.8,24.3,8.6,1
24,24,80.32075472,10.1,13.2,-2.5,1
24,25,96.62745098,26.4,11.4,-4.4,1
24,26,92.25,22,26.7,11,1
24,27,97.79545455,27.5,10.7,-5.1,1
24,28,82.38461538,12.1,19,3.2,1
24,29,91.31111111,21,2.8,-12.9,1
24,30,90,19.7,10.3,-5.5,0
24,31,90.375,20.1,19.1,3.4,1
24,32,86.71428571,16.5,15.9,0.1,1
24,33,104.25,34,1.5,-14.3,1
24,34,77.36666667,7.1,0.4,-15.3,1
24,35,85.88461538,15.6,10.3,-5.5,1
24,36,87.67567568,17.4,1,-14.7,1
24,37,89.21904762,19,1.5,-14.3,0
24,38,90.75,20.5,22.5,6.7,1
24,39,100.25,30,2.2,-13.6,1
24,40,91.3,21,1.8,-14,1
24,41,85,14.7,32,16.2,1
24,42,83.07142857,12.8,25.2,9.5,1
24,43,98.5,28.2,6.6,-9.2,1
24,44,101.1666667,30.9,6,-9.8,1
24,45,93.95121951,23.7,2.1,-13.7,1
24,46,79.70731707,9.4,16.1,0.3,0
24,47,90.6,20.3,4,-11.8,1
24,48,95.58333333,25.3,1.2,-14.5,1
24,49,104.1,33.8,2.2,-13.6,1
24,50,91.87272727,21.6,14.6,-1.2,1
24,51,91.01351351,20.7,24.3,8.5,0
24,52,94.5,24.2,11.7,-4.1,1
24,53,90.5,20.2,8,-7.8,1
24,54,79.75294118,9.5,3.2,-12.5,1
24,55,87.33333333,17.1,17.5,1.7,1
24,56,87.33333333,17.1,8.9,-6.9,1
24,57,96.53333333,26.3,16.7,0.9,1
24,58,83.06666667,12.8,7.7,-8.1,1
24,59,81,10.7,12.5,-3.3,1
24,60,92.9,22.6,3.4,-12.4,1
24,61,86.27272727,16,6.4,-9.4,1
24,62,79.50847458,9.2,6.1,-9.6,1
24,63,89.52083333,19.3,24,8.2,0
24,64,81.5,11.2,9.3,-6.4,1
24,65,82.72,12.5,2.4,-13.4,1
24,66,80.29166667,10,4.8,-11,1
24,67,87.05263158,16.8,14.7,-1.1,1
24,68,75.16666667,4.9,3.3,-12.4,1
24,69,100.9545455,30.7,8.6,-7.1,1
24,70,95.04,24.8,1.7,-14.1,1
24,71,82.6,12.3,7.6,-8.2,1
24,72,84.06451613,13.8,8.5,-7.2,0
24,73,88.56,18.3,12.6,-3.2,1
24,74,93,22.7,9.3,-6.4,1
24,75,85.55882353,15.3,7.9,-7.9,1
24,76,97.41666667,27.2,37.1,21.3,1
24,77,83.5,13.2,33.5,17.7,1
24,78,85.73333333,15.5,0.4,-15.4,1
