Group,Session,mean pressure,mean,pressure difference,diff,Succes
7,78,76.84210526,6.6,11.7,-4,1
7,79,73.66666667,3.4,1,-14.8,1
7,80,81.99038462,11.7,14.7,-1.1,0
7,81,69.5,-0.8,17,1.2,1
7,82,86.75862069,16.5,1.7,-14.1,1
7,83,62,-8.3,33,17.2,1
7,84,68.66666667,-1.6,8,-7.8,1
7,85,77.29411765,7,2.7,-13.1,1
8,1,63.33333333,-6.9,1.8,-14,1
8,2,62.66666667,-7.6,9.5,-6.3,1
8,3,63.66666667,-6.6,48.5,32.7,1
8,4,62.8,-7.5,26.2,10.4,1
8,5,54.25,-16,38.5,22.7,1
8,6,58.9047619,-11.4,9.8,-5.9,1
8,7,62.32142857,-7.9,14.8,-1,1
8,8,73.6,3.3,13.2,-2.6,1
8,9,72.28865979,2,3.2,-12.5,0
8,10,79,8.7,2,-13.8,1
8,11,85.75,15.5,23.5,7.7,1
8,12,72.44444444,2.2,10.5,-5.3,1
8,13,76.5,6.2,1,-14.8,1
8,14,69.07142857,-1.2,15.3,-0.5,1
8,15,68.25,-2,9.8,-5.9,1
8,16,69.14285714,-1.1,13.1,-2.7,1
8,17,65.58333333,-4.7,13.8,-1.9,1
8,18,67.90909091,-2.4,5.6,-10.1,0
8,19,63.61538462,-6.6,12.1,-3.6,1
8,20,66.07142857,-4.2,8.6,-7.2,1
8,21,59.8,-10.5,15.5,-0.3,1
8,22,65.16666667,-5.1,7.8,-8,1
8,23,60.82142857,-9.4,9,-6.8,1
8,24,67.25,-3,0.8,-14.9,1
8,25,67.85714286,-2.4,9.3,-6.5,1
8,26,60.44444444,-9.8,31.4,15.6,1
8,27,69.55384615,-0.7,1,-14.7,0
8,28,73.6,3.3,3.5,-12.3,1
8,29,62.67741935,-7.6,10.3,-5.4,1
8,30,78.14285714,7.9,16.7,0.9,1
8,31,76.69230769,6.4,12.8,-3,1
8,32,65.33333333,-4.9,11,-4.8,1
8,33,70.47368421,0.2,5.1,-10.7,1
8,34,69.47058824,-0.8,7.7,-8.1,1
8,35,63.66666667,-6.6,9.3,-6.5,1
8,36,71.16666667,0.9,9,-6.8,1
8,37,66.14285714,-4.1,10.9,-4.9,0
8,38,70.16455696,-0.1,0.2,-15.6,0
8,39,67.5,-2.8,6,-9.8,1
8,40,70,-0.3,4.9,-10.8,1
8,41,64.75,-5.5,0.5,-15.3,1
8,42,69.83333333,-0.4,5.3,-10.5,0
8,43,58.75,-11.5,7.5,-8.3,1
8,44,67.41666667,-2.8,10.3,-5.4,1
8,45,65,-5.3,4,-11.8,1
8,46,64.09589041,-6.2,0.4,-15.4,0
8,47,78,7.7,28.7,12.9,1
8,48,60.83333333,-9.4,17.5,1.7,1
8,49,63.66666667,-6.6,8.5,-7.3,1
8,50,53.83333333,-16.4,25.7,9.9,1
8,51,60,-10.3,7,-8.8,1
8,52,64.85714286,-5.4,6.6,-9.2,1
8,53,75,4.7,12.5,-3.3,1
8,54,69.48648649,-0.8,10.7,-5,0
8,55,69.15,-1.1,1.8,-13.9,1
8,56,73.25,3,5.5,-10.3,1
8,57,58,-12.3,16,0.2,1
8,58,62.25,-8,3.5,-12.3,1
8,59,60.33333333,-9.9,7.3,-8.4,1
8,60,65.66666667,-4.6,1.3,-14.4,1
8,61,60.66666667,-9.6,16.7,0.9,1
8,62,62.16666667,-8.1,14.3,-1.4,1
8,63,70.64705882,0.4,2,-13.8,0
8,64,66.36363636,-3.9,2.2,-13.6,1
8,65,62.85714286,-7.4,10.7,-5.1,1
8,66,76,5.7,5.8,-9.9,1
8,67,76.375,6.1,14.8,-1,1
8,68,76.13846154,5.9,4,-11.7,0
8,69,79.5,9.2,11,-4.8,1
8,70,71.5,1.2,7,-8.8,1
8,71,70,-0.3,6,-9.8,1
8,72,70.76666667,0.5,5.9,-9.9,0
8,73,71,0.7,2,-13.8,1
8,74,66.5,-3.8,1,-14.8,1
8,75,72.5,2.2,3,-12.8,1
8,76,54.5,-15.8,11,-4.8,1
8,77,69,-1.3,2,-13.8,1
8,78,69.5,-0.8,12,-3.8,1
8,79,65.75,-4.5,4.5,-11.3,1
8,80,68.75,-1.5,2.5,-13.3,1
8,81,71.73684211,1.5,0.1,-15.7,1
8,82,62.88888889,-7.4,4.7,-11.1,1
8,83,63,-7.3,13,-2.8,1
8,84,58.875,-11.4,13.8,-2,1
8,85,63.5,-6.8,2.2,-13.6,1
8,86,67.97222222,-2.3,3.3,-12.5,1
8,87,70.24324324,0,2.2,-13.6,1
8,88,73,2.7,4,-11.7,1
9,1,90.72222222,20.5,13,-2.7,1
9,2,92.58333333,22.3,28.8,13.1,1
9,3,72,1.7,10,-5.8,1
9,4,81.25,11,14.5,-1.3,1
9,5,86.25,16,25.5,9.7,1
9,6,91,20.7,27.5,11.7,1
9,7,89.15909091,18.9,25.1,9.4,0
9,8,55.5,-14.8,47,31.2,1
9,9,104,33.7,4,-11.8,1
9,10,74.33333333,4.1,0.5,-15.3,1
9,11,82,11.7,17,1.2,1
9,12,92,21.7,14,-1.8,1
9,13,72.5,2.2,1,-14.8,1
9,14,85,14.7,31,15.2,1
9,15,81.66666667,11.4,32.5,16.7,1
9,16,88.33333333,18.1,41,25.2,1
9,17,87.09090909,16.8,24.8,9,1
9,18,85.78571429,15.5,9,-6.8,1
9,19,84.14285714,13.9,16.3,0.5,1
9,20,95.5,25.2,22,6.2,1
9,21,86.41666667,16.2,21.9,6.2,1
9,22,82.375,12.1,31.9,16.2,1
9,23,93.7,23.4,28.3,12.5,1
9,24,86.61403509,16.4,9.5,-6.2,1
9,25,98.95818815,28.7,34,18.2,0
9,26,77,6.7,22,6.2,1
9,27,61.5,-8.8,15,-0.8,1
9,28,81,10.7,30,14.2,1
9,29,88.16763006,17.9,10.4,-5.3,0
9,30,80.5,10.2,34,18.2,1
9,31,71,0.7,4,-11.8,1
9,32,81.16666667,10.9,16.3,0.6,1
9,33,84,13.7,16.7,0.9,1
9,34,92.33333333,22.1,27.3,11.6,1
9,35,80.33333333,10.1,26.7,10.9,1
9,36,83.675,13.4,24.4,8.6,0
9,37,88.28571429,18,31.3,15.5,1
9,38,67.8,-2.5,3.7,-12.1,1
9,39,92.36842105,22.1,9.8,-6,1
9,40,76,5.7,23,7.2,1
9,41,87.89655172,17.6,26,10.3,1
9,42,78.21428571,8,3.9,-11.9,1
9,43,90.46067416,20.2,33.1,17.4,0
9,44,82,11.7,21,5.2,1
9,45,78.8,8.5,24.7,8.9,1
9,46,71.2,0.9,6.3,-9.4,1
9,47,76.66666667,6.4,4,-11.8,1
9,48,86.38983051,16.1,14.5,-1.2,1
9,49,81.3,11,31.8,16,1
9,50,90.91666667,20.7,27.7,11.9,1
9,51,87.51666667,17.3,34.9,19.1,1
9,52,75.375,5.1,4.1,-11.7,1
9,53,83.31343284,13,26.8,11,1
9,54,79.77777778,9.5,22.5,6.7,1
9,55,87.80769231,17.5,28.4,12.6,0
9,56,81.33333333,11.1,4.6,-11.2,1
9,57,80.81818182,10.6,37.8,22,1
9,58,68.5,-1.8,21,5.2,1
9,59,88.20253165,17.9,20,4.2,1
9,60,62,-8.3,12,-3.8,1
9,61,83.2,12.9,21.2,5.5,1
9,62,87.92622951,17.7,19.5,3.7,1
9,63,85.16666667,14.9,43,27.2,1
9,64,71.04166667,0.8,8.3,-7.4,1
9,65,82.625,12.4,19.7,3.9,1
9,66,80.05479452,9.8,1.3,-14.5,1
9,67,91.02202643,20.8,21.5,5.7,0
9,68,76.875,6.6,3.8,-11.9,1
9,69,68.33333333,-1.9,26,10.2,1
9,70,84.75384615,14.5,2,-13.7,0
9,71,67,-3.3,10,-5.8,1
9,72,48.5,-21.8,49,33.2,1
9,73,86.75,16.5,35.5,19.7,1
9,74,69.5,-0.8,20,4.2,1
9,75,84.53571429,14.3,26.6,10.8,1
9,76,97.29411765,27,9.5,-6.3,1
9,77,103,32.7,20,4.2,1
9,78,58.6,-11.7,13.2,-2.6,1
9,79,76.2,5.9,1.2,-14.6,1
9,80,78.28571429,8,17.2,1.4,1
9,81,80.6,10.3,22,6.2,1
9,82,79.18604651,8.9,14.1,-1.7,1
9,83,74.125,3.9,8.2,-7.6,1
9,84,90.54666667,20.3,27,11.3,1
9,85,80.83333333,10.6,11.4,-4.4,0
9,86,89.86792453,19.6,32.9,17.2,1
9,87,76.3,6,18.2,2.4,1
10,1,74.5,4.2,43.3,27.6,1
10,2,59.625,-10.6,6.8,-9,1
10,3,60,-10.3,20,4.2,1
10,4,37.5,-32.8,27,11.2,1
10,5,50,-20.3,9,-6.8,1
10,6,62.43661972,-7.8,10,-5.8,0
10,7,58,-12.3,0,-15.8,1
10,8,53,-17.3,4,-11.8,1
10,9,57.5,-12.8,7,-8.8,1
10,10,56,-14.3,10,-5.8,1
10,11,56,-14.3,10,-5.8,1
10,12,51.45,-18.8,26.7,10.9,1
10,13,58.49090909,-11.8,20.2,4.4,1
10,14,51.25,-19,14.5,-1.3,1
10,15,59.58490566,-10.7,5.6,-10.2,0
10,16,48.5,-21.8,49,33.2,1
10,17,45,-25.3,22,6.2,1
10,18,47,-23.3,0,-15.8,1
10,19,55.47619048,-14.8,17.1,1.4,1
10,20,49.25,-21,14.5,-1.3,1
10,21,48.75,-21.5,17.5,1.7,1
10,22,57.66666667,-12.6,38.5,22.7,1
10,23,57.75,-12.5,22.5,6.7,1
10,24,55.11111111,-15.2,16.4,0.6,1
10,25,50,-20.3,19,3.2,1
10,26,50.58823529,-19.7,22.4,6.6,1
10,27,55.58333333,-14.7,16.2,0.4,1
10,28,57.59090909,-12.7,12.7,-3.1,1
10,29,59.04705882,-11.2,17.8,2.1,0
10,30,53.625,-16.6,0.8,-15,1
10,31,59.78571429,-10.5,1.3,-14.5,1
10,32,62.5,-7.8,3,-12.8,1
10,33,56.375,-13.9,12.8,-3,1
10,34,65.83333333,-4.4,2.3,-13.4,1
10,35,66.16666667,-4.1,21.7,5.9,1
10,36,62.33333333,-7.9,1.3,-14.4,1
10,37,58.83333333,-11.4,1,-14.8,1
10,38,68,-2.3,0,-15.8,1
10,39,63.41176471,-6.9,1.8,-13.9,1
10,40,65.125,-5.1,8.3,-7.5,1
10,41,63.25,-7,0,-15.8,1
10,42,66.88311688,-3.4,11,-4.8,0
10,43,72.39130435,2.1,2,-13.7,1
10,44,67.13636364,-3.1,11.2,-4.6,1
10,45,62.75,-7.5,15.3,-0.5,1
10,46,66.69230769,-3.6,5.5,-10.3,1
10,47,69.95,-0.3,2.9,-12.9,1
10,48,67.5,-2.8,1.8,-14,1
10,49,66.52,-3.7,1.9,-13.9,1
10,50,66.0617284,-4.2,10.1,-5.6,1
10,51,63.85365854,-6.4,2.1,-13.6,1
10,52,63.94690265,-6.3,19.3,3.6,0
10,53,64.16666667,-6.1,9,-6.8,1
10,54,65.4375,-4.8,8.9,-6.8,1
10,55,64.81818182,-5.4,10.2,-5.6,1
10,56,63.91666667,-6.3,12.8,-2.9,1
10,57,69.6875,-0.6,2.6,-13.1,1
10,58,63.1875,-7.1,15.6,-0.1,1
10,59,65.17567568,-5.1,8.8,-7,1
10,60,60.24137931,-10,13.6,-2.2,1
10,61,65.21428571,-5,2.1,-13.7,1
10,62,66.46728972,-3.8,9.6,-6.2,0
10,63,63.27868852,-7,7.3,-8.4,1
10,64,63.40625,-6.9,8.3,-7.5,1
10,65,63.125,-7.1,8.8,-7,1
10,66,64.47058824,-5.8,3.6,-12.2,1
10,67,60.875,-9.4,10.5,-5.3,1
10,68,68.60714286,-1.7,1.5,-14.3,1
10,69,58.94642857,-11.3,8.9,-6.9,1
10,70,62.61702128,-7.6,6.6,-9.2,1
10,71,28.71428571,-41.5,6.6,-9.2,1
10,72,59.67605634,-10.6,13.7,-2.1,1
10,73,60.16981132,-10.1,15,-0.8,1
10,74,65.3245614,-4.9,14.2,-1.6,0
10,75,63.66666667,-6.6,12.7,-3.1,1
10,76,59.9,-10.4,0.3,-15.5,1
10,77,69.42276423,-0.8,1.7,-14,0
10,78,58.25,-12,10.5,-5.3,1
10,79,68.66666667,-1.6,8,-7.8,1
10,80,48.75,-21.5,15.5,-0.3,1
10,81,55.5,-14.8,16,0.2,1
10,82,66,-4.3,5,-10.8,1
10,83,55,-15.3,14,-1.8,1
10,84,55.71428571,-14.5,8.7,-7.1,1
10,85,52.66666667,-17.6,26.3,10.6,1
10,86,65.49019608,-4.8,7,-8.8,1
10,87,55.77777778,-14.5,12.7,-3.1,1
10,88,65.42857143,-4.8,13.5,-2.2,1
10,89,67.64285714,-2.6,4.6,-11.1,1
10,90,65.78947368,-4.5,13.7,-2.1,1
10,91,61.09803922,-9.2,17.7,1.9,1
10,92,61.98214286,-8.3,5.7,-10,0
10,93,64.35294118,-5.9,12.1,-3.7,1
10,94,60.66666667,-9.6,5.2,-10.6,1
11,1,62.83333333,-7.4,20.3,4.6,1
11,2,67.4,-2.9,9,-6.8,1
11,3,69.17391304,-1.1,6.6,-9.1,1
11,4,61.5,-8.8,1,-14.8,1
11,5,60.21153846,-10.1,9.6,-6.2,0
11,6,62.75,-7.5,9.5,-6.3,1
11,7,48,-22.3,48,32.2,1
11,8,57,-13.3,25,9.2,1
11,9,73.5,3.2,3,-12.8,1
11,10,43.5,-26.8,39,23.2,1
11,11,75.14285714,4.9,7.3,-8.4,1
11,12,67.5,-2.8,9,-6.8,1
11,13,76.16666667,5.9,7.7,-8.1,1
11,14,63.13793103,-7.1,0.4,-15.3,1
11,15,71.33333333,1.1,12.7,-3.1,1
11,16,66.17647059,-4.1,1.2,-14.6,0
11,17,74.5,4.2,71,55.2,1
11,18,65,-5.3,22,6.2,1
11,19,71.66666667,1.4,5.5,-10.3,1
11,20,50.5,-19.8,7,-8.8,1
11,21,49.5,-20.8,45,29.2,1
11,22,58,-12.3,32,16.2,1
11,23,64.45833333,-5.8,13.3,-2.4,0
11,24,50,-20.3,52,36.2,1
11,25,42,-28.3,36,20.2,1
11,26,66.5,-3.8,7,-8.8,1
11,27,38.75,-31.5,7.5,-8.3,1
11,28,63.25,-7,3.5,-12.3,1
11,29,52.04545455,-18.2,17.5,1.7,0
11,30,55.5,-14.8,37,21.2,1
11,31,63,-7.3,12,-3.8,1
11,32,50.5,-19.8,3,-12.8,1
11,33,53.5,-16.8,31,15.2,1
11,34,57.41666667,-12.8,18.9,3.1,1
11,35,56.5,-13.8,14,-1.8,1
11,36,66.66666667,-3.6,30,14.2,1
11,37,55.5,-14.8,14,-1.8,1
11,38,59.29268293,-11,14.4,-1.4,0
11,39,74,3.7,0,-15.8,1
11,40,62,-8.3,8,-7.8,1
11,41,64.75,-5.5,0.5,-15.3,1
11,42,64.04347826,-6.2,2.9,-12.8,0
11,43,69,-1.3,2,-13.8,1
11,44,69,-1.3,2,-13.8,1
11,45,66.5,-3.8,7,-8.8,1
11,46,55.5,-14.8,20,4.2,1
11,47,59.75,-10.5,12,-3.8,1
11,48,62.85416667,-7.4,11.4,-4.4,0
11,49,69.5,-0.8,13,-2.8,1
11,50,70.25,0,2.5,-13.3,1
11,51,47,-23.3,46,30.2,1
11,52,56.66666667,-13.6,24.7,8.9,1
11,53,65.83333333,-4.4,4.3,-11.4,1
11,54,59.625,-10.6,9.8,-6,1
11,55,59.75,-10.5,12.5,-3.3,1
11,56,69.5,-0.8,5,-10.8,1
11,57,65.625,-4.6,5.8,-10,1
11,58,61.76923077,-8.5,0.2,-15.5,0
11,59,73.75,3.5,1.5,-14.3,1
11,60,78,7.7,56,40.2,1
11,61,76.17647059,5.9,8.5,-7.3,0
11,62,70,-0.3,2,-13.8,1
11,63,95,24.7,46,30.2,1
11,64,77.5,7.2,25,9.2,1
11,65,70.95652174,0.7,20.5,4.7,1
11,66,70.33333333,0.1,2.8,-13,1
11,67,71.8,1.5,10.9,-4.8,1
11,68,69,-1.3,11,-4.8,1
11,69,68.0754717,-2.2,12.9,-2.9,1
11,70,64.42857143,-5.8,3.4,-12.4,1
11,71,61.55555556,-8.7,10.2,-5.5,0
11,72,47.75,-22.5,2.5,-13.3,1
11,73,61.66666667,-8.6,14.3,-1.5,1
11,74,63.54166667,-6.7,2.5,-13.3,0
11,75,70.5,0.2,5,-10.8,1
11,76,70.5,0.2,5,-10.8,1
11,77,62,-8.3,8,-7.8,1
11,78,60.5,-9.8,23,7.2,1
11,79,69,-1.3,2,-13.8,1
11,80,61.33333333,-8.9,5.7,-10.1,1
11,81,68.25,-2,0.5,-15.3,1
11,82,61.25,-9,3.5,-12.3,1
11,83,67.25,-3,9.7,-6.1,1
11,84,44,-26.3,34,18.2,1
11,85,67.75,-2.5,5.5,-10.3,1
11,86,71.25,1,10.5,-5.3,1
11,87,64.32786885,-5.9,1.2,-14.5,0
11,88,60.5625,-9.7,11.4,-4.4,1
11,89,59.4,-10.9,6.8,-9,1
11,90,65,-5.3,2,-13.8,1
11,91,49.16666667,-21.1,13,-2.8,1
11,92,60.42857143,-9.8,4.8,-11,1
11,93,60.71014493,-9.6,7.3,-8.4,0
11,94,55.75,-14.5,16,0.2,1
11,95,63.5,-6.8,6,-9.8,1
11,96,66.58333333,-3.7,47.3,31.5,1
11,97,55.5,-14.8,37,21.2,1
11,98,67.7,-2.6,4.2,-11.6,1
11,99,57.75,-12.5,3.7,-12.1,1
11,100,60,-10.3,14.4,-1.3,1
11,101,68.12941176,-2.1,2,-13.7,0
11,102,57.75,-12.5,16.5,0.7,1
11,103,59.25,-11,23.5,7.7,1
11,104,59.75,-10.5,22.5,6.7,1
12,1,47,-23.3,26,10.2,1
12,2,59,-11.3,2,-13.8,1
12,3,53.5,-16.8,19,3.2,1
12,4,42,-28.3,36,20.2,1
12,5,51.75,-18.5,15,-0.8,1
12,6,60.5,-9.8,2,-13.8,1
12,7,50.25,-20,27.5,11.7,1
12,8,55,-15.3,0.9,-14.9,1
12,9,51.5,-18.8,18.3,2.6,1
12,10,50.5,-19.8,3,-12.8,1
12,11,62.16666667,-8.1,1,-14.8,1
12,12,53.5,-16.8,16.3,0.6,1
12,13,49.75,-20.5,6.5,-9.3,1
12,14,56.125,-14.1,14.3,-1.5,1
12,15,46.125,-24.1,7.3,-8.5,1
12,16,57.625,-12.6,9.3,-6.5,1
12,17,62.9,-7.4,7.4,-8.4,1
12,18,53.3,-17,9,-6.8,1
12,19,57.14705882,-13.1,0.5,-15.2,1
12,20,61.1,-9.2,10.2,-5.6,1
12,21,59.16216216,-11.1,11.3,-4.4,0
12,22,47.66666667,-22.6,21.3,5.5,1
12,23,54.2244898,-16,10.3,-5.5,0
12,24,56.35294118,-13.9,29.2,13.5,1
12,25,69.75,-0.5,19.7,3.9,1
12,26,52.9,-17.4,8.9,-6.8,1
12,27,46,-24.3,16.5,0.7,1
12,28,57.67164179,-12.6,20.1,4.3,1
12,29,57.75,-12.5,11,-4.8,1
12,30,63.38888889,-6.9,2.8,-13,1
12,31,54.11111111,-16.2,9,-6.8,1
12,32,52.25925926,-18,1.8,-13.9,1
12,33,49.16666667,-21.1,7,-8.8,1
12,34,66.1682243,-4.1,7.6,-8.1,0
12,35,50.66666667,-19.6,5.3,-10.4,1
12,36,82.66666667,12.4,29.3,13.6,1
12,37,55.16666667,-15.1,9,-6.8,1
12,38,57,-13.3,5.3,-10.4,1
12,39,56.05555556,-14.2,14.6,-1.2,1
12,40,51.125,-19.1,15.8,0,1
12,41,54.25,-16,5.5,-10.3,1
12,42,59.125,-11.1,1.8,-14,1
12,43,67.625,-2.6,2.9,-12.8,1
12,44,62.6,-7.7,4.8,-11,1
12,45,65.1875,-5.1,2.6,-13.1,1
12,46,60.33333333,-9.9,2.3,-13.4,1
12,47,61.07142857,-9.2,2.4,-13.3,1
12,48,68.15625,-2.1,1.8,-13.9,1
12,49,66.61111111,-3.7,4.7,-11.1,1
12,50,67.91666667,-2.3,13.5,-2.3,1
12,51,66.91176471,-3.4,20.8,5,1
12,52,64.65517241,-5.6,7.7,-8,1
12,53,69.88888889,-0.4,33.4,17.6,1
12,54,67.2972973,-3,1.6,-14.1,1
12,55,72.2962963,2,7.3,-8.4,1
12,56,61.27692308,-9,6.6,-9.2,0
12,57,53,-17.3,25.8,10.1,1
12,58,68.88888889,-1.4,7.8,-8,1
12,59,65.21428571,-5,44.4,28.6,1
12,60,71.29166667,1,21,5.3,1
12,61,65.41666667,-4.8,10.3,-5.4,1
12,62,62.05,-8.2,1,-14.8,1
12,63,74.76315789,4.5,8.3,-7.4,1
12,64,69.35185185,-0.9,0.5,-15.3,0
12,65,59.81818182,-10.4,8.9,-6.8,1
12,66,65.95789474,-4.3,5.5,-10.3,0
12,67,54,-16.3,32.6,16.9,1
12,68,55.375,-14.9,4.9,-10.9,1
12,69,67.6,-2.7,26.2,10.5,1
12,70,55.4,-14.9,20.2,4.4,1
12,71,71.68292683,1.4,6.4,-9.4,0
12,72,65.66666667,-4.6,0,-15.8,1
12,73,56.625,-13.6,3.8,-12,1
12,74,72.375,2.1,7.3,-8.5,1
12,75,64,-6.3,6,-9.8,1
12,76,62.54929577,-7.7,11.5,-4.3,0
12,77,57.5,-12.8,8,-7.8,1
12,78,39.5,-30.8,31,15.2,1
12,79,24,-46.3,0,-15.8,1
12,80,59.59259259,-10.7,18.3,2.6,1
12,81,64.66666667,-5.6,8.8,-7,1
12,82,54.5,-15.8,40.7,24.9,1
12,83,62.80487805,-7.5,17.5,1.8,1
12,84,61.875,-8.4,12.6,-3.2,1
12,85,62.16666667,-8.1,57.3,41.5,1
12,86,52.72727273,-17.5,9.9,-5.9,1
12,87,62.74074074,-7.5,29.6,13.9,1
12,88,60.49019608,-9.8,2.6,-13.2,1
12,89,53.54098361,-16.7,2,-13.7,0
12,90,46.16666667,-24.1,33.3,17.5,1
12,91,68.1,-2.2,18.6,2.8,1
12,92,57.33333333,-12.9,15.3,-0.4,1
12,93,82.61111111,12.3,16.4,0.7,1
12,94,69.65,-0.6,15.2,-0.5,1
13,1,65.92,-4.3,5,-10.8,1
13,2,68,-2.3,23.9,8.2,1
13,3,68.2,-2.1,3.6,-12.2,1
13,4,53.5,-16.8,23,7.2,1
13,5,55.1,-15.2,23,7.2,1
13,6,75.2,4.9,0.5,-15.3,1
13,7,55.58333333,-14.7,23.8,8.1,1
13,8,67.33333333,-2.9,65,49.2,1
13,9,80.11111111,9.8,30.6,14.9,1
13,10,55.33333333,-14.9,47,31.2,1
13,11,71.19047619,0.9,2.8,-12.9,1
13,12,78.01388889,7.8,34.6,18.8,1
13,13,65.75,-4.5,9.5,-6.3,1
13,14,51.18918919,-19.1,5.4,-10.4,1
13,15,58.39130435,-11.9,10.3,-5.4,1
13,16,48.53846154,-21.7,14,-1.8,1
13,17,60.33870968,-9.9,5.4,-10.4,1
13,18,73.07692308,2.8,4.9,-10.8,1
13,19,71.76129032,1.5,13.7,-2.1,0
13,20,78.2189781,8,27.4,11.7,1
13,21,60,-10.3,5.9,-9.8,1
13,22,89.26470588,19,35.1,19.4,0
13,23,94.33333333,24.1,38,22.2,1
13,24,72.77272727,2.5,25.8,10,1
13,25,57.375,-12.9,4.7,-11,1
13,26,70.75384615,0.5,30,14.2,1
13,27,69.62162162,-0.6,16.9,1.1,1
13,28,58.09375,-12.2,5.6,-10.2,1
13,29,61.2,-9.1,32,16.2,1
13,30,80.19354839,9.9,10.3,-5.4,0
13,31,76.75,6.5,66.5,50.7,1
13,32,81.4,11.1,16.8,1,1
13,33,66.2,-4.1,5,-10.8,1
13,34,86.675,16.4,27.9,12.1,1
13,35,81.5,11.2,17,1.2,1
13,36,87.76521739,17.5,20.1,4.3,1
13,37,88.67741935,18.4,28.5,12.8,1
13,38,90.27941176,20,42.9,27.1,1
13,39,72.66666667,2.4,1.4,-14.4,1
13,40,88.96969697,18.7,39.3,23.6,1
13,41,51.16666667,-19.1,4.8,-11,1
13,42,79.00757576,8.7,41.6,25.9,0
13,43,83.62068966,13.4,22.5,6.8,1
13,44,94.27777778,24,21.7,5.9,1
13,45,87.57894737,17.3,11.4,-4.3,1
13,46,75.49484536,5.2,0.7,-15.1,0
13,47,97.54545455,27.3,42.2,26.5,1
13,48,92,21.7,36,20.2,1
13,49,71.25,1,16.5,0.7,1
13,50,53.5,-16.8,4.3,-11.4,1
13,51,65.5,-4.8,7.3,-8.4,1
13,52,70.75,0.5,4.5,-11.3,1
13,53,52.4,-17.9,10.7,-5.1,1
13,54,68.72222222,-1.5,3.9,-11.9,1
13,55,87.54368932,17.3,3.7,-12,1
13,56,96.30487805,26,16.2,0.4,0
13,57,94.27272727,24,32.5,16.7,1
13,58,63.25,-7,78.5,62.7,1
13,59,89,18.7,70,54.2,1
13,60,37.5,-32.8,27,11.2,1
13,61,62.25,-8,14.5,-1.3,1
13,62,87.625,17.4,28.3,12.5,1
13,63,74.88888889,4.6,48.2,32.4,1
13,64,94.625,24.4,51.3,35.5,1
13,65,69,-1.3,56.3,40.5,1
13,66,83.55555556,13.3,13.6,-2.2,1
13,67,78.90140845,8.6,31.3,15.6,1
13,68,91.66666667,21.4,29.5,13.7,1
13,69,90.46551724,20.2,30.4,14.6,0
13,70,83.57142857,13.3,50.9,35.2,1
13,71,82.77142857,12.5,28,12.2,1
13,72,81.1875,10.9,17.8,2.1,1
13,73,86.09913793,15.8,10.1,-5.6,1
13,74,92.87662338,22.6,25.6,9.9,0
13,75,61.37209302,-8.9,18.5,2.8,1
13,76,75.83333333,5.6,13.7,-2.1,1
13,77,85,14.7,2.1,-13.6,1
13,78,83.17647059,12.9,19,3.3,1
13,79,98.47826087,28.2,27.5,11.7,1
13,80,90.01339286,19.7,0.1,-15.6,0
13,81,95.61904762,25.4,51.5,35.8,1
13,82,74.28571429,4,5.8,-10,1
14,1,59.66666667,-10.6,20,4.2,1
14,2,59.76923077,-10.5,7.7,-8.1,1
14,3,80.08,9.8,10.4,-5.3,1
14,4,72,1.7,0,-15.8,1
14,5,78.22222222,8,3.2,-12.6,1
14,6,63.5,-6.8,5,-10.8,1
14,7,64.5,-5.8,8.5,-7.3,1
14,8,81.55612245,11.3,13.9,-1.8,0
14,9,69,-1.3,5,-10.8,1
14,10,70.5,0.2,3,-12.8,1
14,11,71,0.7,4,-11.8,1
14,12,74,3.7,1,-14.8,1
14,13,72,1.7,2,-13.8,1
14,14,73,2.7,0.7,-15.1,1
14,15,68.54285714,-1.7,4.9,-10.9,1
14,16,73.01052632,2.7,15,-0.8,1
14,17,68.625,-1.6,4.2,-11.6,1
14,18,72.79274611,2.5,12.7,-3.1,0
14,19,62.5,-7.8,6,-9.8,1
14,20,65.5,-4.8,8.3,-7.4,1
14,21,65.5,-4.8,7,-8.8,1
14,22,67.33333333,-2.9,6.7,-9.1,1
14,23,74.7,4.4,7.8,-8,1
14,24,66.75,-3.5,0.5,-15.3,1
14,25,76,5.7,9.3,-6.4,1
14,26,73.875,3.6,8.3,-7.5,1
14,27,72.16129032,1.9,1.6,-14.1,1
14,28,72.58333333,2.3,15.5,-0.3,1
14,29,77.25,7,0.3,-15.5,1
14,30,80.5,10.2,13.7,-2.1,1
14,31,79.1875,8.9,11.9,-3.9,1
14,32,76.45454545,6.2,3,-12.7,1
14,33,75,4.7,7.3,-8.5,1
14,34,70.59055118,0.3,4.9,-10.9,0
14,35,65.75,-4.5,17.5,1.7,1
14,36,64.75862069,-5.5,10,-5.7,1
14,37,65.375,-4.9,7.8,-8,1
14,38,66.1,-4.2,16.6,0.8,1
14,39,61.33333333,-8.9,10.1,-5.6,1
14,40,71.92857143,1.7,5,-10.8,1
14,41,71.6,1.3,1.6,-14.2,1
14,42,78.03846154,7.8,17.6,1.8,1
14,43,72.25,2,4.8,-10.9,1
14,44,70.44444444,0.2,1.3,-14.4,1
14,45,69.9,-0.4,15.8,0,1
14,46,78.05,7.8,11.1,-4.7,1
14,47,79.67924528,9.4,11.1,-4.6,1
